COMMUNE;ARM;IRIS;AEMM;AEMMR;AGEMEN8;ANEM;ANEMR;ASCEN;BAIN;BATI;CATIRIS;CATL;CHAU;CHFL;CHOS;CLIM;CMBL;CUIS;DEROU;DIPLM;EAU;EGOUL;ELEC;EMPLM;GARL;HLML;ILETUDM;ILTM;IMMIM;INAIM;INEEM;INP11M;INP16M;INP18M;INP19M;INP24M;INP3M;INP60M;INP65M;INP6M;INP75M;INPAM;INPER;INPER1;INPER2;INPOM;INPSM;IPONDL;MATRM;METRODOM;NBPI;RECHM;REGION;SANI;SANIDOM;SEXEM;STOCD;SURF;TACTM;TPM;TRANSM;TRIRIS;TYPC;TYPL;VOIT;WC
77288;ZZZZZ;772880103;2005;9;40;004;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;15;Z;Z;Z;16;1;1;Z;1;1;6;0;0;1;1;2;1;0;0;0;0;0;2;3;2;1;2;1;4,585424014574;2;M;03;Z;11;1;ZZ;1;22;2;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880103;2003;9;40;007;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;16;2;2;Z;1;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,33568767339419;1;M;03;Z;11;2;ZZ;1;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;1984;7;40;026;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;16;1;2;Z;3;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1,33568767339419;2;M;04;Z;11;2;ZZ;1;10;2;11;1;3;770291;3;2;1;Z
77288;ZZZZZ;772880103;1999;8;40;012;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;16;1;1;Z;3;1;6;2;1;2;3;3;4;0;0;0;0;0;2;6;4;2;2;4;4,41010165587243;2;M;05;Z;11;1;ZZ;1;22;3;11;1;5;770291;3;2;3;Z
77288;ZZZZZ;772880103;2008;9;40;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;21;2;1;Z;1;1;6;1;2;3;3;2;3;1;0;0;1;0;2;5;3;2;2;3;4,41010165587243;1;M;03;Z;11;1;ZZ;1;22;2;11;2;5;770291;3;2;1;Z
77288;ZZZZZ;772880103;2008;9;25;001;00;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;Z;2;2;3;0;1;1;1;2;1;1;0;0;1;0;2;3;1;2;1;1;4,585424014574;2;M;05;Z;11;2;ZZ;1;21;2;11;1;4;770291;2;1;2;Z
77288;ZZZZZ;772880103;2006;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;21;2;2;Z;2;1;6;0;1;1;1;1;1;1;0;0;1;0;1;2;1;1;1;0;1,33568767339419;2;M;03;Z;11;2;ZZ;2;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2005;9;40;003;01;1;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;03;Z;Z;Z;16;2;2;Z;3;1;6;0;0;0;0;2;0;0;0;0;0;0;1;2;1;1;1;0;1,33568767339419;2;M;03;Z;11;2;ZZ;1;23;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;1987;7;55;021;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;ZZ;2;2;Z;Z;2;2;0;0;0;0;3;0;0;1;1;0;1;2;3;1;2;0;0;1,33568767339419;4;M;04;2;11;2;ZZ;1;10;2;12;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2008;9;40;000;00;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;15;Z;Z;Z;ZZ;2;1;Z;Z;1;6;1;1;2;2;1;2;0;0;0;0;0;1;3;2;1;0;2;5,45812570855436;1;M;03;1;11;1;ZZ;2;22;2;12;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2006;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;Z;3;2;1;0;2;2;2;1;2;0;0;0;1;0;1;3;1;2;1;2;1,33568767339419;4;M;04;Z;11;2;ZZ;2;10;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880103;1980;7;55;028;04;2;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;01;Z;Z;Z;ZZ;1;1;Z;Z;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;5,45812570855436;1;M;04;0;11;2;ZZ;2;22;2;25;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2005;9;65;004;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;4,585424014574;3;M;04;0;11;2;ZZ;1;22;1;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2000;9;55;009;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;16;Z;Z;Z;16;1;2;Z;3;1;6;0;0;1;1;3;1;0;0;0;0;0;3;4;3;1;2;1;4,585424014574;2;M;04;Z;11;2;ZZ;1;10;2;11;1;5;770291;2;1;2;Z
77288;ZZZZZ;772880103;1992;8;80;017;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;4,585424014574;3;M;03;9;11;2;ZZ;2;10;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;1968;5;65;042;06;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;2;0;0;2;2;0;0;0;2;1;1;0;0;1,33568767339419;2;M;04;0;11;2;ZZ;1;10;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2001;9;55;009;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;2;0;0;1;0;0;0;0;2;1;1;0;0;1,33568767339419;2;M;04;0;11;2;ZZ;1;10;2;21;Z;Z;770291;3;2;2;Z
77288;ZZZZZ;772880103;2000;9;55;010;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1,33568767339419;4;M;04;Z;11;2;ZZ;2;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;1985;7;55;025;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;16;1;2;Z;2;2;3;0;0;0;0;3;0;0;0;0;0;0;3;3;2;1;2;0;1,33568767339419;2;M;05;Z;11;2;ZZ;1;10;2;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880103;1998;8;55;012;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;12;2;2;Z;3;2;3;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1,33568767339419;4;M;03;Z;11;2;ZZ;2;10;2;11;2;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;1990;8;65;020;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1,33568767339419;1;M;04;0;11;2;ZZ;2;10;3;21;Z;Z;770291;2;1;1;Z
77288;ZZZZZ;772880103;2001;9;25;010;03;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;16;Z;Z;Z;16;1;1;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;4,41010165587243;1;M;02;Z;11;2;ZZ;2;22;2;11;1;2;770291;3;2;1;Z
77288;ZZZZZ;772880103;2007;9;15;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;ZZ;2;2;1;Z;2;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;1;4,585424014574;1;M;02;2;11;2;ZZ;1;30;2;12;Z;Z;770291;3;3;1;Z
77288;ZZZZZ;772880103;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1,33568496593758;Y;M;02;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880103;2007;9;40;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,33568767339419;2;M;03;Z;11;2;ZZ;1;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2006;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;2;1;Z;2;2;4;0;0;0;0;2;0;0;0;0;0;0;2;2;2;0;1;1;4,585424014574;1;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;0;Z
77288;ZZZZZ;772880103;2005;9;40;004;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;12;Z;Z;Z;16;2;2;Z;3;2;4;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;4,585424014574;4;M;01;Z;11;2;ZZ;1;21;1;11;1;5;770291;2;2;1;Z
77288;ZZZZZ;772880103;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;4,58541471985876;Y;M;02;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880103;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;4,58541471985876;Y;M;02;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880103;2004;9;25;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,33568767339419;1;M;03;Z;11;2;ZZ;1;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;1962;5;80;048;06;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;2;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;1,33568767339419;3;M;04;0;11;2;ZZ;1;10;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2005;9;25;005;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;16;1;2;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,33568767339419;1;M;03;Z;11;2;ZZ;1;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2007;9;40;005;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;12;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;4,35496689077734;1;M;03;2;11;2;ZZ;1;22;1;12;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;1981;7;55;029;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;Z;2;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1,33568767339419;2;M;04;Z;11;2;ZZ;1;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2000;9;55;009;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;12;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;4,585424014574;4;M;03;9;11;2;ZZ;2;22;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2005;9;55;005;02;2;Z;Z;H;1;Z;4;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;5,53821718236627;2;M;02;1;11;2;ZZ;1;22;2;12;Z;Z;770291;3;3;3;Z
77288;ZZZZZ;772880103;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1,33568496593758;Y;M;02;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880103;2005;9;65;005;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;03;Z;Z;Z;ZZ;1;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;5,53821718236627;3;M;03;9;11;2;ZZ;1;23;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2007;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;1;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,33568767339419;2;M;05;Z;11;2;ZZ;1;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2009;9;55;001;00;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;11;Z;Z;Z;15;2;2;Z;3;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,00000202701736;4;M;01;Z;11;2;ZZ;1;23;1;11;2;5;770291;4;1;0;Z
77288;ZZZZZ;772880103;2011;9;25;001;00;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;15;Z;Z;Z;16;2;1;Z;2;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;4,35496689077734;1;M;02;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;1999;8;55;012;03;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;14;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;4,41010165587243;4;M;03;0;11;1;ZZ;1;22;2;21;Z;Z;770291;3;2;3;Z
77288;ZZZZZ;772880103;1983;7;65;025;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;2;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;1,33568767339419;1;M;03;0;11;2;ZZ;1;10;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;1964;5;80;046;06;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;1,33568767339419;3;M;04;0;11;2;ZZ;1;10;2;21;Z;Z;770291;2;1;0;Z
77288;ZZZZZ;772880103;0000;0;YY;999;99;2;Z;Z;H;4;Z;2;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;1;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;4,41009271653794;Y;M;03;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880103;2003;9;40;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;16;2;1;Z;1;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;4,585424014574;1;M;03;Z;11;2;ZZ;1;22;2;11;1;5;770291;3;2;0;Z
77288;ZZZZZ;772880103;1992;8;80;016;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;2;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1,33568767339419;3;M;04;0;11;2;ZZ;2;10;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2001;9;25;007;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;Z;3;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1,33568767339419;1;M;03;Z;11;2;ZZ;2;10;2;11;1;5;770291;3;2;0;Z
77288;ZZZZZ;772880103;1988;7;65;020;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;6;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;1,33568767339419;2;M;03;0;11;2;ZZ;1;10;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2004;9;55;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;16;2;2;Z;1;1;6;0;0;0;0;3;0;0;0;0;0;0;3;3;2;1;3;0;1,33568767339419;2;M;03;Z;11;2;ZZ;1;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2007;9;80;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;1,33568767339419;2;M;04;9;11;2;ZZ;1;10;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2010;9;25;001;00;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;2;Z;1;2;1;1;0;1;2;2;2;0;0;0;0;0;2;4;1;3;2;2;4,41010165587243;2;M;04;Z;11;2;ZZ;1;10;2;11;1;4;770291;1;1;2;Z
77288;ZZZZZ;772880103;2004;9;65;008;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;4,35496689077734;2;M;02;0;11;2;ZZ;1;22;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;1998;8;25;012;03;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;02;Z;Z;Z;15;2;1;Z;2;2;4;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;5,53821718236627;1;M;01;Z;11;2;ZZ;1;22;2;11;1;5;770291;3;2;0;Z
77288;ZZZZZ;772880103;2004;9;25;004;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;16;Z;Z;Z;16;2;2;Z;1;2;1;0;1;1;1;1;1;0;0;0;0;0;1;2;1;1;1;1;1,33568767339419;1;M;03;Z;11;1;ZZ;2;21;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880103;1998;8;55;010;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;2;0;0;0;0;0;0;1;2;1;1;1;0;1,33568767339419;2;M;04;9;11;2;ZZ;1;21;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2004;9;25;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;2;Z;1;2;2;0;1;1;1;2;1;1;0;0;1;0;2;3;2;1;2;0;1,33568767339419;2;M;04;Z;11;2;ZZ;1;21;2;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880103;2007;9;20;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;2;2;Z;2;2;1;0;0;0;0;2;1;0;0;0;0;0;2;2;1;1;2;0;1,33568767339419;1;M;04;Z;11;2;ZZ;1;10;2;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880103;2002;9;65;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1,33568767339419;2;M;03;9;11;2;ZZ;2;30;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2005;9;40;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;ZZ;2;2;Z;Z;1;6;0;2;2;2;2;2;1;0;0;2;0;1;4;2;2;0;1;1,33568767339419;2;M;02;1;11;2;ZZ;1;21;2;12;Z;Z;770291;3;2;2;Z
77288;ZZZZZ;772880103;1974;6;40;034;05;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;1;2;Z;3;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1,33568767339419;1;M;03;Z;11;2;ZZ;2;10;2;11;1;5;770291;3;2;0;Z
77288;ZZZZZ;772880103;2008;9;25;001;00;1;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;16;Z;Z;Z;16;1;2;Z;3;2;4;0;2;2;2;2;2;2;0;0;2;0;2;4;1;3;2;0;4,585424014574;1;M;03;Z;11;2;ZZ;1;10;2;11;1;5;770291;3;2;2;Z
77288;ZZZZZ;772880103;2005;9;80;004;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;02;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;4,585424014574;3;M;04;0;11;2;ZZ;2;22;1;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2004;9;25;005;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;Z;3;2;1;0;1;1;1;2;1;1;0;0;1;0;2;3;2;1;2;0;4,585424014574;2;M;04;Z;11;2;ZZ;1;10;2;11;2;4;770291;2;1;2;Z
77288;ZZZZZ;772880103;2006;9;25;003;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;17;Z;Z;Z;16;1;2;Z;2;2;1;0;1;1;1;2;1;1;0;0;1;0;2;3;2;1;2;0;4,585424014574;2;M;04;Z;11;2;ZZ;1;10;2;11;1;4;770291;2;1;2;Z
77288;ZZZZZ;772880103;2005;9;25;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;16;2;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;4,585424014574;1;M;02;Z;11;2;ZZ;2;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2007;9;25;003;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;14;Z;Z;Z;16;1;1;Z;1;1;6;0;1;1;1;2;1;1;0;0;1;0;2;3;1;2;1;0;5,53821718236627;1;M;03;Z;11;1;ZZ;1;22;1;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880103;2008;9;40;003;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;16;2;1;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;4,41010165587243;4;M;02;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2009;9;25;002;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;16;Z;Z;Z;12;2;1;Z;2;2;1;0;0;0;0;2;1;0;0;0;0;0;2;2;1;1;2;1;4,41010165587243;2;M;02;Z;11;2;ZZ;1;22;1;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880103;2001;9;65;007;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;ZZ;1;2;Z;Z;1;6;0;0;0;0;2;0;0;2;2;0;0;0;2;1;1;0;0;1,33568767339419;2;M;03;0;11;2;ZZ;1;10;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;1982;7;65;026;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;1;6;0;0;0;0;2;0;0;2;1;0;0;0;2;1;1;0;0;1,33568767339419;2;M;04;0;11;2;ZZ;1;21;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2008;9;65;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;2;6;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;4,585424014574;3;M;03;0;11;2;ZZ;2;21;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2005;9;80;004;01;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;12;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;0;4,585424014574;2;M;04;9;11;2;ZZ;1;22;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2003;9;25;006;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;18;Z;Z;Z;16;2;1;Z;3;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;4,585424014574;1;M;02;Z;11;2;ZZ;2;22;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880103;2008;9;40;001;00;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;2;Z;2;1;6;1;0;0;1;1;1;0;0;0;0;0;1;2;2;0;1;1;4,585424014574;4;M;02;Z;11;1;ZZ;1;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;1999;8;40;011;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;21;1;2;Z;2;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1,33568767339419;2;M;05;Z;11;2;ZZ;1;10;2;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880103;2007;9;40;002;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;03;Z;Z;Z;16;1;2;Z;3;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;4,585424014574;1;M;04;Z;11;2;ZZ;1;10;2;11;1;4;770291;2;1;1;Z
77288;ZZZZZ;772880103;2000;9;65;009;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;4,585424014574;4;M;02;9;11;2;ZZ;2;10;1;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;1998;8;40;012;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;16;1;2;Z;4;1;6;0;1;1;1;4;1;0;0;0;0;0;4;5;3;2;4;1;1,33568767339419;2;M;04;Z;11;2;ZZ;1;10;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880103;1998;8;40;012;03;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;12;Z;Z;Z;21;1;2;Z;1;2;3;1;0;2;2;2;2;0;0;0;0;0;2;4;3;1;2;2;1,33568767339419;2;M;04;Z;11;2;ZZ;1;10;2;11;1;4;770291;3;2;1;Z
